Country,Region,Year,Crop_Type,Crop_Yield_Tonnes_per_Ha,Avg_Temperature_C,Annual_Rainfall_mm,Severe_Drought,Fertilizer_Usage_kg_ha,Pesticide_Usage_kg_ha,Food_Insecurity_Index
South Africa,Sub-Saharan Africa,2016,Wheat,6.86,25.77,1010.7,No,148.3,4.45,56.5
South Africa,Sub-Saharan Africa,2012,Soybeans,4.37,26.63,1068.3,No,117.9,2.55,51.2
Vietnam,Southeast Asia,2009,Cassava,15.44,23.18,1336.9,No,85.9,1.07,33.5
South Africa,Sub-Saharan Africa,2020,Soybeans,3.3,24.5,590.9,No,23.6,3.7,65.9
South Africa,Sub-Saharan Africa,2024,Maize (Corn),7.12,24.51,754.2,No,81.9,4.08,57.7
Mexico,North America,2022,Potatoes,23.07,14.43,852.7,No,75.7,0.9,40.4
Germany,Europe,2004,Maize (Corn),5.47,18.64,687.4,Yes,147.3,1.1,54.5
Mexico,North America,2000,Potatoes,23.44,13.62,1044.4,No,59.5,8.43,26.2
Sudan,Sub-Saharan Africa,2009,Potatoes,23.92,24.3,1009.6,No,123.6,3.78,56.3
South Africa,Sub-Saharan Africa,2001,Soybeans,5.91,27.5,598.9,No,194.5,1.43,58.3
Uganda,Sub-Saharan Africa,2007,Maize (Corn),6.89,21.39,961.8,No,96.0,2.42,51.4
Australia,Oceania,2010,Cassava,15.84,19.65,1259.8,No,115.1,1.44,25.4
Uganda,Sub-Saharan Africa,2005,Rice,5.29,26.06,1137.6,No,43.1,1.98,53.4
China,East Asia,2000,Maize (Corn),6.73,23.39,782.6,No,87.7,1.5,22.0
Australia,Oceania,2020,Wheat,5.16,23.21,976.9,No,45.9,0.3,29.6
Nigeria,Sub-Saharan Africa,2017,Potatoes,13.39,28.64,1004.2,Yes,69.6,0.81,85.3
China,East Asia,2006,Wheat,5.94,20.47,991.0,No,140.2,1.5,21.6
Egypt,Middle East & North Africa,2021,Soybeans,4.53,24.39,160.7,Yes,135.6,2.64,63.7
Ethiopia,Sub-Saharan Africa,2014,Rice,5.68,28.51,1027.2,No,112.6,2.05,62.4
Egypt,Middle East & North Africa,2025,Cassava,9.62,22.41,401.4,Yes,89.8,0.56,79.9
Thailand,Southeast Asia,2008,Maize (Corn),7.97,18.52,1261.8,No,178.1,1.14,25.1
Mexico,North America,2024,Potatoes,23.82,14.19,1005.2,No,94.0,2.53,28.3
Tanzania,Sub-Saharan Africa,2008,Maize (Corn),7.46,26.91,556.0,No,125.4,2.05,50.0
Canada,North America,2017,Maize (Corn),6.69,12.61,621.5,No,85.2,3.1,27.3
Tanzania,Sub-Saharan Africa,2017,Wheat,7.08,26.78,757.7,No,200.5,1.99,43.1
Ukraine,Europe,2003,Rice,5.27,11.63,840.3,No,53.0,1.24,10.6
Tanzania,Sub-Saharan Africa,2005,Cassava,15.49,25.34,710.2,No,95.9,1.02,51.9
Sudan,Sub-Saharan Africa,2007,Soybeans,4.84,28.7,879.4,No,99.2,0.63,57.8
Ukraine,Europe,2021,Cassava,14.98,13.41,849.3,No,32.5,2.31,16.3
Vietnam,Southeast Asia,2015,Cassava,14.53,26.85,1082.4,No,137.6,4.7,29.0
Ethiopia,Sub-Saharan Africa,2014,Maize (Corn),7.05,25.36,1205.7,No,78.6,3.17,47.0
Egypt,Middle East & North Africa,2015,Potatoes,23.62,22.1,483.3,No,91.7,2.0,47.8
Tanzania,Sub-Saharan Africa,2012,Soybeans,4.08,27.67,947.1,No,72.9,1.11,48.5
Ukraine,Europe,2023,Potatoes,24.14,15.98,1198.9,No,116.5,2.46,31.2
Ukraine,Europe,2022,Wheat,6.32,14.65,668.7,No,142.7,2.74,26.8
Sudan,Sub-Saharan Africa,2013,Maize (Corn),7.2,25.97,1628.7,No,58.2,6.26,56.0
Bangladesh,South Asia,2012,Cassava,15.58,22.81,587.0,No,80.1,2.31,52.9
Pakistan,South Asia,2024,Rice,6.27,21.82,1185.1,No,121.8,2.3,44.6
Egypt,Middle East & North Africa,2023,Rice,6.72,21.76,567.1,No,160.5,1.42,39.4
Thailand,Southeast Asia,2011,Potatoes,23.14,18.95,1116.2,No,91.3,1.78,30.9
Germany,Europe,2008,Wheat,5.8,14.62,802.1,No,65.6,7.83,25.4
Nigeria,Sub-Saharan Africa,2016,Maize (Corn),6.22,27.69,698.4,No,90.0,2.28,60.9
Sudan,Sub-Saharan Africa,2011,Wheat,5.96,28.52,1014.3,No,100.3,5.6,60.5
Australia,Oceania,2003,Rice,5.87,21.28,968.1,No,75.0,2.72,32.9
Kenya,Sub-Saharan Africa,2000,Wheat,4.4,26.87,1004.8,No,31.6,2.66,56.7
Mexico,North America,2003,Potatoes,23.68,12.09,1206.4,No,68.4,4.14,24.0
Germany,Europe,2010,Wheat,5.12,14.32,1082.9,No,65.2,1.76,22.5
Nigeria,Sub-Saharan Africa,2023,Maize (Corn),6.48,27.66,844.3,No,81.9,1.57,57.6
Germany,Europe,2014,Potatoes,23.31,16.41,525.8,No,59.5,4.81,26.3
Canada,North America,2012,Wheat,5.65,15.9,962.3,No,88.6,1.56,24.3
South Africa,Sub-Saharan Africa,2008,Soybeans,5.95,23.91,1084.6,No,165.9,6.43,55.2
Ukraine,Europe,2013,Rice,5.02,12.49,1068.7,No,90.2,0.87,21.5
Argentina,South America,2008,Cassava,16.54,24.71,728.1,No,158.7,0.92,23.4
Thailand,Southeast Asia,2002,Potatoes,23.96,22.06,1644.0,No,95.8,3.78,25.6
Kenya,Sub-Saharan Africa,2019,Potatoes,24.57,26.39,909.8,No,130.0,4.41,57.0
Vietnam,Southeast Asia,2021,Cassava,15.23,24.15,1684.6,No,68.7,2.71,20.4
Australia,Oceania,2001,Wheat,5.68,21.14,916.7,No,115.3,3.07,16.5
Indonesia,Southeast Asia,2018,Rice,5.79,19.94,1648.2,No,99.6,3.29,28.7
Australia,Oceania,2002,Wheat,5.67,23.83,670.5,No,74.6,4.54,20.4
India,South Asia,2002,Maize (Corn),6.9,20.33,579.9,No,54.8,0.21,40.4
Australia,Oceania,2020,Soybeans,4.57,25.59,933.0,No,121.4,0.84,12.8
Argentina,South America,2015,Cassava,16.64,21.81,1182.5,No,106.1,7.95,25.3
China,East Asia,2008,Potatoes,22.54,21.5,1113.6,No,20.1,2.53,23.0
Ethiopia,Sub-Saharan Africa,2023,Cassava,15.16,27.39,1043.8,No,79.0,0.96,63.5
Thailand,Southeast Asia,2012,Wheat,5.63,22.13,1343.7,No,85.7,2.2,21.0
Indonesia,Southeast Asia,2024,Rice,5.97,23.37,1724.5,No,90.9,5.53,19.2
South Africa,Sub-Saharan Africa,2016,Wheat,6.89,27.64,1055.1,No,159.0,3.79,51.5
China,East Asia,2019,Soybeans,5.39,22.21,1111.9,No,134.6,6.98,19.0
Ethiopia,Sub-Saharan Africa,2007,Wheat,4.51,23.91,1221.7,No,55.0,3.74,58.1
Sudan,Sub-Saharan Africa,2013,Rice,6.17,28.27,1298.8,No,101.6,6.43,60.8
Nigeria,Sub-Saharan Africa,2012,Rice,5.52,26.81,1274.1,No,42.8,3.02,56.0
South Africa,Sub-Saharan Africa,2019,Maize (Corn),5.91,22.39,1585.8,No,20.7,1.78,57.3
Egypt,Middle East & North Africa,2003,Soybeans,2.92,22.83,425.0,Yes,96.7,2.99,61.9
Egypt,Middle East & North Africa,2010,Wheat,6.14,22.21,651.2,No,156.3,2.14,44.8
Germany,Europe,2006,Cassava,14.93,13.47,1044.7,No,58.8,3.43,35.3
Ethiopia,Sub-Saharan Africa,2004,Cassava,15.09,29.04,687.3,No,157.3,6.53,55.3
Vietnam,Southeast Asia,2023,Rice,4.77,22.74,1686.0,No,48.2,0.69,26.5
Egypt,Middle East & North Africa,2002,Rice,6.44,24.08,714.9,No,79.0,7.83,46.2
Egypt,Middle East & North Africa,2011,Soybeans,5.53,23.14,677.2,No,148.4,5.15,36.9
South Africa,Sub-Saharan Africa,2024,Rice,5.75,26.71,503.4,No,96.7,2.57,56.0
Argentina,South America,2001,Potatoes,24.48,22.8,929.2,No,117.1,5.06,25.4
Brazil,South America,2017,Potatoes,23.24,22.02,972.2,No,80.7,3.23,26.5
Vietnam,Southeast Asia,2024,Potatoes,12.92,24.75,869.0,Yes,117.8,1.56,65.3
Uganda,Sub-Saharan Africa,2005,Potatoes,23.33,25.07,1276.6,No,57.6,3.69,55.8
Vietnam,Southeast Asia,2022,Maize (Corn),5.78,23.4,1525.9,No,29.6,0.78,15.9
Kenya,Sub-Saharan Africa,2021,Potatoes,24.51,27.34,824.5,No,143.1,3.73,58.0
Australia,Oceania,2012,Soybeans,5.74,23.82,978.2,No,113.8,7.46,25.3
Pakistan,South Asia,2001,Potatoes,23.62,24.47,1122.4,No,114.0,3.21,49.0
Australia,Oceania,2007,Wheat,6.56,24.18,1231.6,No,133.4,2.43,23.6
South Africa,Sub-Saharan Africa,2009,Potatoes,23.31,23.35,738.4,No,47.4,7.06,66.3
India,South Asia,2019,Maize (Corn),6.63,21.51,893.3,No,37.4,2.53,38.1
Pakistan,South Asia,2002,Soybeans,4.07,22.06,785.9,No,91.9,1.33,37.5
China,East Asia,2012,Rice,6.04,20.62,945.4,No,124.9,2.4,24.5
Australia,Oceania,2013,Soybeans,3.93,17.06,1024.9,No,40.6,0.63,19.7
Uganda,Sub-Saharan Africa,2011,Potatoes,13.8,28.66,1053.4,Yes,36.6,3.05,88.0
Thailand,Southeast Asia,2024,Potatoes,24.38,21.09,1345.7,No,125.5,4.23,20.3
Brazil,South America,2022,Maize (Corn),4.8,25.35,871.0,No,36.7,2.18,23.5
Sudan,Sub-Saharan Africa,2020,Potatoes,24.54,27.22,857.7,No,120.0,4.34,46.7
Germany,Europe,2007,Soybeans,3.34,15.85,1280.7,No,59.0,1.74,24.6
Bangladesh,South Asia,2025,Cassava,15.18,23.06,1024.0,No,57.3,4.36,52.7
Vietnam,Southeast Asia,2000,Soybeans,4.91,17.73,1321.3,No,100.0,3.22,34.2
India,South Asia,2000,Cassava,15.94,19.8,1130.7,No,99.2,5.46,51.6
Ukraine,Europe,2003,Soybeans,4.65,14.12,1355.2,No,133.9,1.97,23.7
Brazil,South America,2005,Maize (Corn),4.24,24.69,1225.0,Yes,59.3,2.44,50.0
Bangladesh,South Asia,2014,Wheat,5.41,22.92,1160.4,No,86.0,0.9,45.1
India,South Asia,2005,Maize (Corn),6.73,24.26,809.0,No,23.1,4.75,46.7
Australia,Oceania,2006,Wheat,4.32,25.96,850.1,Yes,64.3,8.5,44.5
China,East Asia,2025,Wheat,5.05,22.65,873.7,No,68.9,3.17,23.7
Sudan,Sub-Saharan Africa,2013,Rice,6.32,25.04,807.3,No,142.5,2.94,55.7
United States,North America,2014,Rice,7.06,12.44,781.4,No,218.2,1.61,20.5
Nigeria,Sub-Saharan Africa,2014,Cassava,15.39,28.5,994.5,No,37.8,7.02,59.9
Argentina,South America,2021,Rice,4.81,22.57,1141.3,No,72.1,1.25,21.1
Turkey,Middle East & North Africa,2001,Soybeans,5.06,23.84,818.3,No,93.1,4.68,44.4
Mexico,North America,2025,Maize (Corn),7.34,13.1,1131.7,No,84.8,1.58,19.7
Ethiopia,Sub-Saharan Africa,2000,Cassava,15.91,23.41,464.0,No,59.9,5.15,57.4
Germany,Europe,2018,Soybeans,3.53,17.21,1049.2,No,74.8,3.15,29.9
South Africa,Sub-Saharan Africa,2014,Potatoes,19.75,29.85,1429.7,No,35.1,2.92,66.4
United States,North America,2010,Potatoes,24.3,12.95,744.8,No,75.5,5.23,28.9
Brazil,South America,2006,Rice,5.03,19.7,830.2,No,54.0,3.3,25.2
Vietnam,Southeast Asia,2010,Soybeans,5.02,21.74,1560.4,No,121.6,1.72,17.8
Kenya,Sub-Saharan Africa,2008,Cassava,15.08,25.59,713.3,No,51.0,3.48,54.2
Egypt,Middle East & North Africa,2008,Potatoes,24.92,21.97,829.3,No,186.0,1.67,45.5
Canada,North America,2005,Maize (Corn),7.33,11.07,1146.4,No,97.4,3.36,26.8
Brazil,South America,2019,Potatoes,24.15,20.73,1562.1,No,140.6,0.83,25.3
Egypt,Middle East & North Africa,2002,Soybeans,2.82,23.4,426.0,Yes,110.4,1.15,71.9
Vietnam,Southeast Asia,2000,Maize (Corn),5.73,25.01,1462.9,Yes,121.1,3.22,52.0
Mexico,North America,2003,Soybeans,4.12,13.82,1009.9,No,70.6,6.56,23.1
China,East Asia,2015,Rice,5.4,21.31,641.4,No,100.7,0.97,28.7
Uganda,Sub-Saharan Africa,2013,Wheat,5.77,24.92,1074.1,No,83.3,6.2,49.7
Ethiopia,Sub-Saharan Africa,2001,Rice,4.91,26.86,665.7,No,30.9,3.61,57.6
Kenya,Sub-Saharan Africa,2005,Rice,5.89,25.65,967.4,No,103.7,3.08,48.3
Sudan,Sub-Saharan Africa,2024,Rice,6.04,27.26,1129.5,No,87.0,2.05,49.2
France,Europe,2014,Cassava,16.39,13.86,1059.5,No,129.5,4.86,30.3
Uganda,Sub-Saharan Africa,2010,Wheat,4.67,28.25,1312.1,No,61.3,0.84,52.4
Egypt,Middle East & North Africa,2012,Wheat,4.79,21.09,224.0,Yes,171.4,2.49,67.5
Vietnam,Southeast Asia,2021,Cassava,16.57,22.48,1491.8,No,149.5,6.58,23.1
Uganda,Sub-Saharan Africa,2017,Rice,5.24,24.72,1239.0,No,60.5,1.68,60.2
Argentina,South America,2016,Wheat,5.09,23.1,964.9,No,66.6,3.16,23.5
Canada,North America,2015,Potatoes,26.21,12.39,936.5,No,270.5,2.35,23.4
Bangladesh,South Asia,2009,Wheat,6.04,23.0,1007.7,No,130.1,3.54,46.0
South Africa,Sub-Saharan Africa,2019,Potatoes,23.01,23.91,755.7,No,46.4,2.81,53.7
Ukraine,Europe,2011,Wheat,6.56,11.59,622.6,No,141.4,3.55,27.2
Ethiopia,Sub-Saharan Africa,2008,Potatoes,22.78,24.36,1272.1,No,45.6,1.51,53.6
Turkey,Middle East & North Africa,2021,Wheat,3.31,26.29,739.6,Yes,69.5,2.31,72.1
Uganda,Sub-Saharan Africa,2011,Wheat,4.4,25.14,734.9,No,68.3,2.47,63.0
United States,North America,2003,Wheat,4.49,13.41,814.3,No,44.3,0.86,25.5
Pakistan,South Asia,2023,Cassava,17.06,20.8,565.8,No,133.2,7.11,42.1
Ukraine,Europe,2018,Wheat,3.97,17.22,922.1,Yes,145.5,3.98,46.1
Pakistan,South Asia,2024,Cassava,14.91,19.47,728.7,No,59.9,1.46,45.1
Nigeria,Sub-Saharan Africa,2002,Maize (Corn),6.8,27.93,1027.7,No,68.2,2.8,58.9
India,South Asia,2009,Potatoes,23.01,21.98,706.2,No,74.8,2.83,44.7
United States,North America,2024,Cassava,17.5,14.58,693.6,No,201.2,2.25,23.0
South Africa,Sub-Saharan Africa,2015,Potatoes,24.77,26.87,740.3,No,151.2,1.57,66.5
France,Europe,2008,Cassava,12.44,15.11,392.8,Yes,149.0,7.59,55.0
South Africa,Sub-Saharan Africa,2012,Soybeans,4.12,26.42,1187.4,No,86.1,3.12,53.4
Brazil,South America,2005,Soybeans,4.34,22.07,867.6,No,115.6,1.04,27.3
Germany,Europe,2017,Wheat,5.52,10.48,613.3,No,76.2,4.35,19.7
Tanzania,Sub-Saharan Africa,2000,Potatoes,24.38,28.06,943.6,No,139.2,1.21,59.0
Egypt,Middle East & North Africa,2019,Maize (Corn),4.83,22.1,349.8,Yes,129.6,3.84,70.8
United States,North America,2023,Wheat,5.55,16.13,1032.3,No,101.0,7.86,26.6
Ethiopia,Sub-Saharan Africa,2018,Potatoes,18.84,29.37,892.5,No,32.6,1.24,68.7
Nigeria,Sub-Saharan Africa,2008,Soybeans,5.98,30.28,1042.0,No,151.8,10.14,52.5
Vietnam,Southeast Asia,2006,Wheat,5.7,24.09,1846.1,No,126.7,2.32,21.0
Uganda,Sub-Saharan Africa,2014,Rice,5.91,27.79,819.7,No,87.1,2.74,64.8
Mexico,North America,2020,Cassava,15.59,15.44,884.3,No,86.5,5.32,26.7
Ethiopia,Sub-Saharan Africa,2003,Maize (Corn),7.12,26.28,644.7,No,114.0,4.45,55.4
Vietnam,Southeast Asia,2013,Soybeans,5.28,22.03,1322.8,No,115.4,6.71,18.8
Pakistan,South Asia,2013,Cassava,15.94,21.91,669.5,No,61.1,4.36,37.1
Turkey,Middle East & North Africa,2024,Rice,5.08,20.66,737.3,No,71.1,1.77,33.4
Thailand,Southeast Asia,2010,Cassava,15.29,22.31,1158.6,No,76.4,2.32,33.4
Turkey,Middle East & North Africa,2021,Wheat,3.78,24.22,392.0,Yes,60.3,6.21,67.5
Tanzania,Sub-Saharan Africa,2004,Soybeans,3.62,27.05,890.8,No,75.8,2.37,58.1
Turkey,Middle East & North Africa,2022,Potatoes,20.29,25.32,775.1,No,98.0,2.82,43.6
Ukraine,Europe,2000,Cassava,15.02,14.76,711.6,No,64.2,3.48,23.9
Germany,Europe,2009,Wheat,5.38,14.29,659.0,No,93.6,0.4,22.0
Thailand,Southeast Asia,2011,Rice,5.62,24.35,902.8,No,63.8,2.65,24.1
Nigeria,Sub-Saharan Africa,2013,Maize (Corn),8.11,22.6,854.7,No,73.8,10.25,43.7
Egypt,Middle East & North Africa,2017,Rice,4.27,23.73,385.2,Yes,78.8,1.52,68.6
Uganda,Sub-Saharan Africa,2002,Cassava,17.22,27.29,937.2,No,172.7,1.9,53.8
Ukraine,Europe,2004,Potatoes,23.89,11.2,942.2,No,149.3,2.48,30.1
Australia,Oceania,2002,Potatoes,23.78,24.07,842.7,No,130.1,1.63,24.2
India,South Asia,2024,Soybeans,4.25,21.56,807.1,No,80.9,6.82,35.4
South Africa,Sub-Saharan Africa,2021,Maize (Corn),7.6,24.85,955.0,No,88.8,4.17,54.0
Indonesia,Southeast Asia,2004,Wheat,6.09,21.54,1508.7,No,128.1,6.53,17.4
Australia,Oceania,2009,Rice,6.08,22.43,1018.5,No,106.7,1.4,23.6
Australia,Oceania,2014,Rice,3.6,25.73,793.7,Yes,50.4,4.94,52.7
Argentina,South America,2012,Potatoes,23.38,21.58,947.1,No,87.2,3.61,35.6
Indonesia,Southeast Asia,2002,Maize (Corn),6.75,22.17,1186.5,No,88.3,1.4,27.4
Brazil,South America,2005,Rice,6.03,23.16,1001.0,No,136.3,1.05,19.5
France,Europe,2007,Wheat,5.49,16.28,1068.3,No,90.9,3.85,20.5
Ethiopia,Sub-Saharan Africa,2001,Wheat,4.97,24.9,1075.6,No,64.1,1.74,52.7
Egypt,Middle East & North Africa,2013,Maize (Corn),7.62,21.18,489.5,No,86.7,7.44,41.9
Thailand,Southeast Asia,2025,Maize (Corn),7.26,18.57,1365.0,No,89.4,5.27,23.5
Australia,Oceania,2007,Cassava,16.54,23.04,1081.9,No,147.1,4.66,35.2
Canada,North America,2019,Potatoes,23.6,14.62,984.2,No,91.4,2.81,27.2
Brazil,South America,2008,Soybeans,3.84,23.71,893.7,No,77.8,6.59,18.5
Pakistan,South Asia,2023,Rice,5.25,23.79,929.8,No,55.7,0.56,42.2
France,Europe,2021,Maize (Corn),8.53,11.68,1092.6,No,212.2,0.78,18.5
Argentina,South America,2019,Soybeans,4.19,21.08,830.9,No,123.7,0.95,23.8
Bangladesh,South Asia,2005,Wheat,5.2,23.24,534.2,No,38.6,8.5,45.3
Indonesia,Southeast Asia,2008,Soybeans,3.95,20.3,1625.5,No,58.7,2.12,24.0
India,South Asia,2010,Soybeans,3.35,24.74,1111.5,Yes,128.0,1.51,64.1
Canada,North America,2008,Cassava,15.28,16.3,1514.1,No,81.5,3.45,27.1
Indonesia,Southeast Asia,2008,Cassava,14.77,22.99,1478.1,No,52.8,0.83,27.8
Pakistan,South Asia,2016,Soybeans,4.37,24.43,823.6,No,72.9,1.4,42.8
Thailand,Southeast Asia,2021,Cassava,7.5,25.71,1146.1,Yes,78.5,2.38,61.1
Vietnam,Southeast Asia,2018,Wheat,5.47,24.58,1040.7,Yes,184.4,5.0,47.6
Uganda,Sub-Saharan Africa,2012,Maize (Corn),6.92,28.15,731.5,No,61.4,2.68,58.0
United States,North America,2022,Potatoes,23.82,12.5,912.5,No,97.8,1.97,23.3
Kenya,Sub-Saharan Africa,2016,Potatoes,24.75,26.19,847.8,No,154.1,5.51,57.0
Pakistan,South Asia,2004,Rice,6.35,22.88,1032.2,No,135.8,1.86,39.5
Uganda,Sub-Saharan Africa,2018,Rice,6.03,25.62,728.4,No,96.9,2.56,59.2
Ethiopia,Sub-Saharan Africa,2024,Rice,5.22,28.34,976.2,No,60.9,3.01,63.6
Tanzania,Sub-Saharan Africa,2010,Cassava,16.53,28.03,1158.6,No,158.1,1.45,56.2
India,South Asia,2016,Rice,6.6,22.67,1095.7,No,143.6,0.54,37.4
France,Europe,2010,Cassava,12.91,17.29,664.9,No,89.1,1.61,19.4
Nigeria,Sub-Saharan Africa,2000,Cassava,14.85,26.39,984.6,No,42.2,1.94,53.6
Canada,North America,2003,Rice,4.99,14.3,885.1,No,53.9,1.39,11.7
Canada,North America,2020,Cassava,15.77,14.47,1156.4,No,60.6,6.34,23.3
Germany,Europe,2017,Potatoes,23.25,15.76,562.7,No,68.9,1.88,14.5
Indonesia,Southeast Asia,2006,Wheat,6.51,24.9,1580.1,No,134.1,1.02,21.9
United States,North America,2010,Wheat,6.1,13.86,1228.7,No,114.7,3.69,21.6
Thailand,Southeast Asia,2021,Soybeans,3.64,21.58,1141.2,No,63.5,2.6,22.6
Germany,Europe,2005,Maize (Corn),7.2,16.85,562.3,No,115.9,1.47,21.6
Germany,Europe,2004,Soybeans,5.0,13.56,1035.0,No,128.4,1.19,16.6
Argentina,South America,2006,Soybeans,4.21,19.17,1083.6,No,75.2,5.25,12.9
Indonesia,Southeast Asia,2011,Rice,5.87,18.89,1114.0,No,97.3,3.13,17.0
Uganda,Sub-Saharan Africa,2009,Wheat,5.24,22.96,753.4,No,66.6,2.0,63.4
Argentina,South America,2012,Potatoes,23.82,22.66,1174.1,No,130.3,2.84,27.7
Mexico,North America,2006,Maize (Corn),7.61,12.18,1650.0,No,110.5,2.96,25.1
Pakistan,South Asia,2011,Soybeans,4.73,22.49,1089.4,No,96.9,3.99,35.0
United States,North America,2009,Cassava,8.29,17.49,706.2,Yes,41.8,6.16,65.2
Canada,North America,2009,Cassava,15.65,14.34,780.1,No,78.5,1.13,18.4
Ethiopia,Sub-Saharan Africa,2021,Maize (Corn),6.86,27.41,884.1,No,86.2,1.01,54.6
South Africa,Sub-Saharan Africa,2000,Cassava,16.24,26.51,1064.1,No,114.7,4.04,67.2
Egypt,Middle East & North Africa,2005,Potatoes,23.85,20.71,653.9,No,114.2,0.91,45.4
United States,North America,2023,Soybeans,4.33,18.78,1062.8,Yes,178.2,1.06,43.0
Turkey,Middle East & North Africa,2010,Potatoes,24.45,19.78,848.9,No,182.4,2.47,37.6
Ethiopia,Sub-Saharan Africa,2010,Rice,6.57,25.31,976.4,No,136.3,3.78,53.1
Turkey,Middle East & North Africa,2003,Cassava,14.32,27.06,491.8,No,165.8,0.54,46.3
Uganda,Sub-Saharan Africa,2020,Soybeans,4.3,27.31,1532.1,No,78.7,1.87,57.1
Mexico,North America,2007,Potatoes,23.53,13.75,1650.2,No,69.7,3.57,19.8
China,East Asia,2001,Maize (Corn),7.46,23.22,1022.2,No,131.5,3.65,32.5
Indonesia,Southeast Asia,2001,Rice,6.82,20.81,1531.7,No,158.9,2.96,17.4
Vietnam,Southeast Asia,2019,Maize (Corn),8.61,21.34,1747.3,No,198.2,4.6,18.7
Thailand,Southeast Asia,2023,Wheat,4.2,26.66,1342.7,No,52.8,3.06,37.8
Mexico,North America,2011,Maize (Corn),7.97,12.02,1233.9,No,131.1,2.46,24.7
Brazil,South America,2022,Rice,6.38,25.3,1104.6,Yes,145.8,9.78,42.0
Mexico,North America,2017,Rice,4.95,16.33,959.5,No,42.3,2.84,27.3
Indonesia,Southeast Asia,2010,Cassava,15.17,24.86,1222.3,No,69.1,1.87,34.7
Indonesia,Southeast Asia,2004,Cassava,15.97,24.68,1432.7,No,100.8,0.67,29.5
China,East Asia,2018,Maize (Corn),5.02,22.41,1159.1,No,40.7,1.27,22.9
Argentina,South America,2008,Cassava,16.36,24.36,988.5,No,100.1,7.95,20.7
Pakistan,South Asia,2006,Rice,7.73,21.84,825.0,No,102.7,10.67,33.5
South Africa,Sub-Saharan Africa,2002,Wheat,6.53,25.5,991.7,No,150.9,5.23,53.9
Turkey,Middle East & North Africa,2015,Cassava,13.23,25.96,616.2,No,85.5,2.84,45.2
South Africa,Sub-Saharan Africa,2019,Rice,6.51,27.73,876.0,No,108.7,3.5,50.3
Australia,Oceania,2015,Soybeans,5.3,23.59,1131.4,No,147.9,6.06,12.4
United States,North America,2016,Wheat,3.46,18.0,840.3,Yes,85.6,4.6,44.3
Nigeria,Sub-Saharan Africa,2001,Cassava,16.14,27.67,887.2,No,96.9,7.34,56.6
Kenya,Sub-Saharan Africa,2001,Maize (Corn),6.11,30.24,1051.0,No,78.5,0.77,62.3
Vietnam,Southeast Asia,2002,Wheat,6.02,20.38,1152.8,No,109.6,4.43,23.3
Thailand,Southeast Asia,2019,Wheat,4.1,25.07,1852.5,Yes,109.8,4.94,37.4
United States,North America,2020,Potatoes,23.41,15.3,1266.5,No,70.8,2.63,28.2
Vietnam,Southeast Asia,2002,Cassava,16.4,20.33,1516.5,No,140.0,4.56,21.1
Canada,North America,2005,Maize (Corn),6.48,11.49,1198.0,No,49.2,2.3,30.1
Pakistan,South Asia,2003,Cassava,15.56,23.26,929.9,No,73.0,3.31,44.0
Sudan,Sub-Saharan Africa,2006,Rice,5.57,26.91,1113.2,No,101.7,0.57,57.3
Nigeria,Sub-Saharan Africa,2003,Cassava,16.46,27.51,1164.3,No,116.5,4.81,53.5
Germany,Europe,2020,Maize (Corn),7.27,20.77,1136.1,No,162.0,2.56,25.2
China,East Asia,2015,Wheat,4.56,20.71,705.6,No,63.8,2.51,19.5
Tanzania,Sub-Saharan Africa,2022,Rice,8.46,24.87,790.8,No,237.8,6.09,62.9
China,East Asia,2009,Wheat,6.63,23.02,996.2,No,159.6,3.52,17.9
Brazil,South America,2021,Maize (Corn),5.68,25.03,1135.5,No,80.3,1.5,28.6
Bangladesh,South Asia,2006,Rice,6.87,18.71,781.9,No,155.4,2.5,52.3
Pakistan,South Asia,2014,Cassava,17.71,21.76,1008.7,No,195.8,7.08,36.5
Argentina,South America,2008,Soybeans,4.46,17.24,852.1,No,95.6,1.99,19.1
Uganda,Sub-Saharan Africa,2015,Soybeans,4.02,27.51,971.3,No,61.6,1.45,59.2
Kenya,Sub-Saharan Africa,2011,Potatoes,15.72,28.94,767.3,Yes,68.9,8.39,89.1
Argentina,South America,2004,Wheat,5.15,22.41,963.8,No,76.2,4.2,17.3
China,East Asia,2016,Soybeans,6.24,20.87,736.1,No,225.1,1.37,15.2
Egypt,Middle East & North Africa,2023,Maize (Corn),4.4,24.51,559.9,Yes,85.5,1.47,61.2
Indonesia,Southeast Asia,2000,Soybeans,5.13,22.84,1265.3,No,154.2,1.18,25.4
Pakistan,South Asia,2015,Wheat,4.88,25.81,1091.7,Yes,147.5,4.7,66.2
Australia,Oceania,2016,Maize (Corn),6.17,22.8,1095.7,No,42.4,1.27,24.3
Kenya,Sub-Saharan Africa,2006,Cassava,16.14,26.02,768.3,No,110.6,1.17,54.8
Pakistan,South Asia,2009,Maize (Corn),6.78,21.35,1364.9,No,63.8,5.01,52.8
Thailand,Southeast Asia,2002,Cassava,14.86,20.34,1245.7,No,50.4,1.34,25.0
Nigeria,Sub-Saharan Africa,2015,Rice,5.24,26.74,712.2,No,87.2,2.79,50.7
United States,North America,2006,Cassava,7.55,16.83,576.4,Yes,87.5,1.17,63.7
France,Europe,2003,Rice,5.35,11.33,866.7,No,62.8,1.34,17.6
